address,city,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"1920 W LIBERTY ST","Ann Arbor",MI,42.275319,-83.77215,1,range_interpolation,1920,"W Liberty St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2003 S HURON PKY","Ann Arbor",MI,42.256915,-83.695489,1,range_interpolation,2003,"S Huron Pkwy",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"419 NAshley St","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 10K","Ann Arbor",MI,42.277973,-83.742494,1,rooftop,555,"E William St 10K",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 18D","Ann Arbor",MI,42.278062,-83.742333,1,rooftop,555,"E William St 18D",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1524 SAUNDERS CRS","Ann Arbor",MI,42.295215,-83.77101,1,rooftop,1524,"Saunders Crs",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"2011 MEDFORD RD","Ann Arbor",MI,42.257881,-83.714546,1,range_interpolation,2011,"Medford Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"251 S SEVENTH ST","Ann Arbor",MI,42.279729,-83.758224,1,rooftop,251,"S 7th St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"1500 PAULINE BLVD F","Ann Arbor",MI,42.268485,-83.76546,1,rooftop,1500,"Pauline Blvd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"2031 MEDFORD RD","Ann Arbor",MI,42.257781,-83.714509,1,range_interpolation,2031,"Medford Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2007 S HURON PKY","Ann Arbor",MI,42.256906,-83.69549,1,range_interpolation,2007,"S Huron Pkwy",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"433 S FIFTH AV","Ann Arbor",MI,42.277336,-83.746053,1,range_interpolation,433,"S 5th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2154 S STATE ST","Ann Arbor",MI,42.255632,-83.739859,1,range_interpolation,2154,"S State St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 9E","Ann Arbor",MI,42.278063,-83.742251,1,rooftop,555,"E William St 9E",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 17L","Ann Arbor",MI,42.277972,-83.742576,1,rooftop,555,"E William St 17L",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2307 SANDALWOOD CIR","Ann Arbor",MI,42.306111,-83.707664,1,range_interpolation,2307,"Sandalwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2001 MEDFORD RD","Ann Arbor",MI,42.259389,-83.716673,1,range_interpolation,2001,"Medford Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"690 WAY MARKET DR","Ann Arbor",MI,42.241705,-83.754747,0.9,range_interpolation,690,"Waymarket Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2440 LESLIE CIR","Ann Arbor",MI,42.308897,-83.713057,1,range_interpolation,2440,"Leslie Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 10L","Ann Arbor",MI,42.277972,-83.742576,1,rooftop,555,"E William St 10L",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2712 BEACON HILL ST","Ann Arbor",MI,42.251066,-83.704966,1,rooftop,2712,"Beacon Hill St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2343 JONATHAN CT","Ann Arbor",MI,42.23125,-83.710164,1,range_interpolation,2343,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3005 WHISPERWOOD DR","Ann Arbor",MI,42.318347,-83.703264,1,range_interpolation,3005,"Whisperwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"708 N MAIN ST","Ann Arbor",MI,42.287498,-83.747711,1,range_interpolation,708,"N Main St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"860 S MAPLE RD","Ann Arbor",MI,42.271494,-83.780126,1,range_interpolation,860,"S Maple Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1807 INDEPENDENCE BLV 13B","Ann Arbor",MI,42.253283,-83.723267,1,rooftop,1807,"Independence Blv 13B",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 12C","Ann Arbor",MI,42.278061,-83.742415,1,rooftop,555,"E William St 12C",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2325 JONATHAN CT","Ann Arbor",MI,42.231561,-83.710851,1,range_interpolation,2325,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"185 LAKE VILLAGE DR 101","Ann Arbor",MI,42.2509,-83.747138,0.9,range_interpolation,185,"Lake Village Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"317 NSeventh St","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2727 BEACON HILL ST","Ann Arbor",MI,42.251216,-83.70408,1,rooftop,2727,"Beacon Hill St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"343 S WAGNER RD","Ann Arbor",MI,42.280074,-83.799207,1,range_interpolation,343,"S Wagner Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1561 PINE VALLEY BLV","Ann Arbor",MI,42.251812,-83.724064,0.78,nearest_rooftop_match,1541,"Pine Valley Blv",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 20E","Ann Arbor",MI,42.278063,-83.742251,1,rooftop,555,"E William St 20E",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2034 PAULINE BLVD","Ann Arbor",MI,42.268079,-83.774491,1,range_interpolation,2034,"Pauline Blvd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3512 GREEN BRIER BLV","Ann Arbor",MI,42.298018,-83.692021,1,rooftop,3512,"Greenbrier Blvd",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"501 WAYMARKET DR","Ann Arbor",MI,42.243144,-83.757342,1,range_interpolation,501,"Waymarket Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2272 Shadowood Dr","Ann Arbor",MI,42.232029,-83.71438,1,range_interpolation,2272,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3148 CHERRY TREE LA","Ann Arbor",MI,42.243133,-83.686254,1,rooftop,3148,"Cherry Tree Ln",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"3067 Williamsburg Dr","Ann Arbor",MI,42.235088,-83.697404,0.6,range_interpolation,3067,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3161 LAKEHAVEN DR","Ann Arbor",MI,42.285973,-83.696063,1,rooftop,3161,Lakehaven,,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"1422 WLiberty St","Ann Arbor",MI,42.276843,-83.765496,0.9,rooftop,1422,"W Liberty St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"611 E WILLIAM ST","Ann Arbor",MI,42.278056,-83.741449,1,rooftop,611,"E William St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2014 MEDFORD RD","Ann Arbor",MI,42.258918,-83.716437,1,range_interpolation,2014,"Medford Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2286 Hardyke Ct","Ann Arbor",MI,42.232123,-83.714089,1,range_interpolation,2286,"Hardyke Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2368 ABBOTT AV","Ann Arbor",MI,42.279679,-83.779253,1,range_interpolation,2368,"Abbott Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1320 W STADIUM BLV","Ann Arbor",MI,42.264238,-83.762963,0.78,nearest_rooftop_match,1300,"W Stadium Blv",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Washtenaw
"511 LONG SHORE DR B","Ann Arbor",MI,42.291584,-83.741621,1,rooftop,511,"Long Shore Dr A",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"2805 WINDWOOD DR","Ann Arbor",MI,42.316914,-83.706594,1,range_interpolation,2805,"Windwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2027 MEDFORD RD","Ann Arbor",MI,42.258427,-83.714795,1,range_interpolation,2027,"Medford Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2471 LANCASHIRE DR","Ann Arbor",MI,42.310284,-83.712722,1,range_interpolation,2471,"Lancashire Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2441 LAURELWOOD CIR","Ann Arbor",MI,42.23263,-83.712289,1,range_interpolation,2441,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3000 N SPURWAY DR","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"851 MT PLEASANT AVE","Ann Arbor",MI,42.270183,-83.760469,1,rooftop,851,"Mt Pleasant Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Washtenaw
"3217 PINEBLUFF CT","Ann Arbor",MI,42.322549,-83.716312,1,rooftop,3217,"Pinebluff Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"1020 ARBORDALE ST","Ann Arbor",MI,42.268425,-83.767344,0.8,nearest_rooftop_match,1010,"Arbordale St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"1028 WELLINGTON CT","Ann Arbor",MI,42.269574,-83.732426,1,range_interpolation,1028,"Wellington Ct",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"209 N FOURTH AV","Ann Arbor",MI,42.282733,-83.747438,1,rooftop,209,"N 4th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"207 N DIVISION ST","Ann Arbor",MI,42.282357,-83.743903,1,range_interpolation,207,"N Division St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"217 EWashington St","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2489 SANDALWOOD CIR","Ann Arbor",MI,42.308266,-83.708338,1,range_interpolation,2489,"Sandalwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2214 Shadowood Dr","Ann Arbor",MI,42.232138,-83.714357,1,range_interpolation,2214,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"701 N MAPLE RD","Ann Arbor",MI,42.287288,-83.781016,1,rooftop,701,"N Maple Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"711 PACKARD ST","Ann Arbor",MI,42.270908,-83.740409,1,range_interpolation,711,"Packard St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2341 SHADOWWOOD DR","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2008 PAULINE BLV","Ann Arbor",MI,42.268483,-83.776483,0.79,nearest_rooftop_match,1992,"Pauline Blv",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Washtenaw
"717 N MAPLE RD","Ann Arbor",MI,42.287376,-83.780666,1,range_interpolation,717,"N Maple Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 10D","Ann Arbor",MI,42.278062,-83.742333,1,rooftop,555,"E William St 10D",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1107 MAIDEN LANE CT","Ann Arbor",MI,42.288783,-83.733418,1,rooftop,1107,"Maiden Lane Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"2324 LESLIE CIR","Ann Arbor",MI,42.309066,-83.714269,1,range_interpolation,2324,"Leslie Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1331 WASHTENAW AVE","Ann Arbor",MI,42.275905,-83.731931,1,rooftop,1331,"Washtenaw Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"3625 GREEN BRIER BLVD","Ann Arbor",MI,42.298986,-83.690046,1,rooftop,3625,"Greenbrier Blvd",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"3000 WHISPERWOOD DR","Ann Arbor",MI,42.318906,-83.70201,1,range_interpolation,3000,"Whisperwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 24E","Ann Arbor",MI,42.278063,-83.742251,1,rooftop,555,"E William St 24E",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1525 SAUNDERS CRS","Ann Arbor",MI,42.295383,-83.771536,1,rooftop,1525,"Saunders Crs",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"3505 GREEN BRIAR BLV","Ann Arbor",MI,42.299068,-83.69011,1,rooftop,3505,"Greenbrier Blv",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"1013 WOODBRIDGE BLVD","Ann Arbor",MI,42.276388,-83.761419,1,range_interpolation,1013,"Woodbridge Blvd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1006 SMain St","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"511 S FIRST ST","Ann Arbor",MI,42.275773,-83.750732,1,rooftop,511,"S 1st St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Washtenaw
"904 S MAIN ST","Ann Arbor",MI,42.270065,-83.750499,1,rooftop,904,"S Main St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"2227 Shadowood Dr","Ann Arbor",MI,42.231813,-83.713907,1,range_interpolation,2227,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3080 WHISPERWOOD DR","Ann Arbor",MI,42.31781,-83.703039,1,range_interpolation,3080,"Whisperwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 5A","Ann Arbor",MI,42.278059,-83.742578,1,rooftop,555,"E William St 5A",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"726 S STATE ST","Ann Arbor",MI,42.234843,-83.743191,1,range_interpolation,726,"State Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"522 W STADIUM BLVD","Ann Arbor",MI,42.264327,-83.753937,1,rooftop,522,"W Stadium Blvd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"215 W LIBERTY ST","Ann Arbor",MI,42.279486,-83.749946,1,range_interpolation,215,"W Liberty St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"120 N FOURTH AV","Ann Arbor",MI,42.28216,-83.746915,1,rooftop,120,"N 4th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3029 LAKEHAVEN CT","Ann Arbor",MI,42.286645,-83.698467,1,range_interpolation,3029,"Lakehaven Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1020 ISLAND DRIVE CT","Ann Arbor",MI,42.29073,-83.731619,1,rooftop,1020,"Island Drive Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"555 E WILLIAM ST 17H","Ann Arbor",MI,42.277976,-83.74225,1,rooftop,555,"E William St 17H",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2225 S STATE ST","Ann Arbor",MI,42.255175,-83.739523,1,range_interpolation,2225,"S State St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"1139 MICHIGAN AVE","Ann Arbor",MI,42.267019,-83.734753,1,range_interpolation,1139,"Michigan Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2407 Laurelwood Cir","Ann Arbor",MI,42.232948,-83.71291,1,range_interpolation,2407,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2317 PACKARD ST B #104","Ann Arbor",MI,42.254073,-83.724072,1,rooftop,2317,"Packard St B104",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2340 SHADOWOOD DR","Ann Arbor",MI,42.232281,-83.713584,1,range_interpolation,2340,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1113 MAIDEN LANE CT","Ann Arbor",MI,42.289205,-83.733048,1,rooftop,1113,"Maiden Lane Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"3152 CHERRY TREE LA","Ann Arbor",MI,42.243,-83.686257,1,rooftop,3152,"Cherry Tree Ln",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"219 HARBOR WAY","Ann Arbor",MI,42.248024,-83.748497,1,range_interpolation,219,"Harbor Way",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"600 WAY MARKET DR","Ann Arbor",MI,42.241943,-83.755767,0.9,range_interpolation,600,"Waymarket Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"939 DEWEY AVE","Ann Arbor",MI,42.266055,-83.737209,1,range_interpolation,939,"Dewey Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2474 Laurelwood Cir","Ann Arbor",MI,42.232794,-83.711425,1,range_interpolation,2474,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"470 WAY MARKET DR","Ann Arbor",MI,42.242887,-83.756821,0.9,range_interpolation,470,"Waymarket Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2651 BURTON RD","Ann Arbor",MI,42.248104,-83.685249,1,range_interpolation,2651,"Burton Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2837 BURTON RD","Ann Arbor",MI,42.246095,-83.68516,1,range_interpolation,2837,"Burton Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2581 BURTON RD","Ann Arbor",MI,42.248859,-83.685273,1,range_interpolation,2581,"Burton Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"523 LONG SHORE DR B","Ann Arbor",MI,42.291775,-83.741329,1,rooftop,523,"Long Shore Dr A",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"2429 SANDALWOOD CIR","Ann Arbor",MI,42.308162,-83.707684,1,range_interpolation,2429,"Sandalwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3168 Williamsburg Dr","Ann Arbor",MI,42.235041,-83.696432,0.6,range_interpolation,3168,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 11J","Ann Arbor",MI,42.277974,-83.742413,1,rooftop,555,"E William St 11J",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2329 SHADOWWOOD DR","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"885 WICKFIELD CT","Ann Arbor",MI,42.302353,-83.73228,1,rooftop,885,"Wickfield Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"911 BROWN ST","Ann Arbor",MI,42.270235,-83.7485,1,range_interpolation,911,"Brown St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"408 WAY MARKET DR","Ann Arbor",MI,42.243364,-83.757119,0.9,range_interpolation,408,"Waymarket Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"110 KENWOOD AVE","Ann Arbor",MI,42.281746,-83.766802,1,range_interpolation,110,"Kenwood Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"423 S SEVENTH ST","Ann Arbor",MI,42.277099,-83.758363,1,range_interpolation,423,"S 7th St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"738 WAY MARKET DR","Ann Arbor",MI,42.241717,-83.754186,0.9,range_interpolation,738,"Waymarket Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1531 PACKARD ST 4","Ann Arbor",MI,42.262865,-83.731488,1,rooftop,1531,"Packard St 4",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3003 Williamsburg Dr","Ann Arbor",MI,42.234393,-83.695404,0.82,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"3075 WHISPERWOOD DR","Ann Arbor",MI,42.317757,-83.703335,1,range_interpolation,3075,"Whisperwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2404 LESLIE CIR","Ann Arbor",MI,42.30908,-83.713103,1,range_interpolation,2404,"Leslie Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1741 BROADVIEW LN","Ann Arbor",MI,42.298696,-83.723969,1,range_interpolation,1741,"Broadview Ln",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"802 WWashington St","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2222 FULLER CT","Ann Arbor",MI,42.286435,-83.718011,1,range_interpolation,2222,"Fuller Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1000 W HURON ST C","Ann Arbor",MI,42.282016,-83.759928,1,rooftop,1000,"W Huron St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"555 E WILLIAM ST 9K","Ann Arbor",MI,42.277973,-83.742494,1,rooftop,555,"E William St 9K",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"731 N MAPLE RD","Ann Arbor",MI,42.287535,-83.780671,1,range_interpolation,731,"N Maple Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2008 MEDFORD RD","Ann Arbor",MI,42.259001,-83.716572,1,range_interpolation,2008,"Medford Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"1411 TRAVER ST","Ann Arbor",MI,42.294292,-83.73624,1,range_interpolation,1411,"Traver St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"943 MAIDEN LN","Ann Arbor",MI,42.289213,-83.736321,1,rooftop,943,"Maiden Ln",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"2730 WINDWOOD DR","Ann Arbor",MI,42.318538,-83.707427,1,range_interpolation,2730,"Windwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1214 WLiberty St","Ann Arbor",MI,42.277069,-83.76382,0.9,rooftop,1214,"W Liberty St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"2355 LANCASHIRE DR","Ann Arbor",MI,42.309966,-83.71576,1,range_interpolation,2355,"Lancashire Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 19J","Ann Arbor",MI,42.277974,-83.742413,1,rooftop,555,"E William St 19J",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"117 HARBOR WAY","Ann Arbor",MI,42.247642,-83.748508,1,range_interpolation,117,"Harbor Way",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2441 LANCASHIRE DR","Ann Arbor",MI,42.310147,-83.713529,1,range_interpolation,2441,"Lancashire Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3039 LAKEHAVEN CT","Ann Arbor",MI,42.286635,-83.698565,1,range_interpolation,3039,"Lakehaven Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"305 LAKE VILLAGE DR","Ann Arbor",MI,42.251213,-83.746211,1,range_interpolation,305,"Lake Village Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3279 PLATT RD","Ann Arbor",MI,42.241311,-83.699881,1,range_interpolation,3279,"Platt Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 4I","Ann Arbor",MI,42.277975,-83.742331,1,rooftop,555,"E William St 4I",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
